track_number,icao24,callsign,origin_country,position_source,mode3a_code,emergency_squawk,spi,iff_mode,flight_plan_correlated,on_ground,baro_altitude_ft,geo_altitude_ft,ground_speed_kts,track_angle_deg,vertical_rate_fpm,latitude_deg,longitude_deg,in_restricted_zone,corridor_compliant,origin_known,sensor_platform,sensor_latitude,sensor_longitude,sensor_true_altitude_ft,slant_range_m,track_confidence
706,e9f505,BAW736,Germany,ads_b,3476,0,0,mode3_valid,1,0,26653,26653,192,150,1825,47.46401,8.50938,1,1,1,GS-RADAR-02,47.5,9.0,1500,37869,0.839
707,07edea,BAW807,Germany,asterix_radar,4120,0,0,mode3_invalid,1,0,17200,17200,313,20,-2743,47.53551,7.35417,0,1,1,GS-RADAR-01,47.0,7.5,1800,60735,0.744
708,e690ab,DLH912,Italy,ads_b,,0,0,no_response,1,0,201,201,725,119,-1738,47.66044,6.78074,0,1,1,GS-RADAR-01,47.0,7.5,1800,91276,0.898
709,d28de3,DLH283,Germany,ads_b,6315,0,0,mode3_valid,1,0,4925,4925,417,261,5529,47.03719,7.97701,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,23127,0.813
710,dd4a5b,AUA464,,ads_b,,0,0,no_response,1,0,22758,22758,394,134,2165,47.06205,7.3962,0,1,0,GS-RADAR-01,47.0,7.5,1800,12259,0.84
711,ec8069,EJU602,,asterix_radar,3266,0,0,mode3_invalid,1,0,4298,4298,484,246,-4058,46.58805,6.96256,0,1,0,GS-RADAR-01,47.0,7.5,1800,61422,0.751
712,be2781,N349,Switzerland,asterix_radar,6172,0,0,mode3_invalid,0,0,18828,18828,215,50,-2913,46.97008,8.02776,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,15225,0.686
713,4436e4,AUA503,Germany,ads_b,7700,1,0,emergency,0,0,26148,26148,86,40,4096,46.75707,9.14469,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,73647,0.835
714,f51378,EJU907,Germany,ads_b,,0,1,no_response,0,0,14167,14167,243,209,-5462,46.99531,6.51693,0,1,1,GS-RADAR-01,47.0,7.5,1800,74650,0.841
715,971142,UNKNOWN,Austria,ads_b,,0,0,no_response,0,0,25400,25400,467,238,-1026,47.05474,8.84732,0,1,1,GS-RADAR-02,47.5,9.0,1500,51352,0.871
716,075d67,AFR603,Italy,asterix_radar,4641,0,0,mode3_invalid,0,0,31959,31959,376,286,8503,46.98713,8.02158,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,17187,0.719
717,fecbb4,UNKNOWN,Germany,mlat,7002,0,0,mode3_invalid,0,0,24797,24797,482,135,1709,46.66145,7.9178,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,34199,0.588
718,5c5747,AUA572,France,ads_b,,0,0,no_response,1,0,5690,5690,237,327,2655,47.40516,8.52643,1,1,1,GS-RADAR-02,47.5,9.0,1500,37158,0.831
719,974fb1,BAW956,Germany,ads_b,7012,0,0,mode3_valid,1,0,28462,28462,307,281,1294,47.53699,8.92597,0,1,1,GS-RADAR-02,47.5,9.0,1500,10740,0.84
720,8361a5,N384,Switzerland,ads_b,4530,0,0,mode3_valid,1,0,37605,37605,430,26,-5179,46.72862,7.99553,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,25316,0.917
721,bbb7bc,AUA121,Italy,asterix_radar,1336,0,0,mode3_invalid,1,0,22615,22615,217,240,-4040,46.61545,8.08794,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,32802,0.725
722,26694e,SWR973,Austria,mlat,3047,0,0,mode3_invalid,1,0,25673,25673,320,40,-3688,46.75595,8.42794,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,23722,0.581
723,e29773,SWR330,Austria,asterix_radar,,0,0,no_response,1,0,32503,32503,312,317,-343,47.00728,8.03246,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,17987,0.73
724,d59b28,UNKNOWN,Italy,fused,,0,0,no_response,0,0,11209,11209,471,176,4671,46.6243,6.68844,0,1,1,GS-RADAR-01,47.0,7.5,1800,74617,0.927
725,fc234f,UNKNOWN,Germany,ads_b,7353,0,0,mode3_invalid,0,0,14420,14420,338,263,3036,47.36424,8.26621,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,51875,0.849
726,77c957,UNKNOWN,Netherlands,fused,7017,0,0,mode3_invalid,0,0,18293,18293,411,152,-2632,47.41419,8.5237,1,1,1,GS-RADAR-02,47.5,9.0,1500,37410,0.913
727,9169b1,DLH784,Italy,ads_b,2101,0,1,mode3_valid,1,0,244,244,550,81,-3638,46.81648,7.63028,0,1,1,GS-RADAR-01,47.0,7.5,1800,22685,0.84
728,77f1b6,DLH607,Netherlands,ads_b,2774,0,0,mode3_valid,0,0,19355,19355,105,29,-4531,47.16007,7.96228,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,34074,0.822
729,fb89da,DLH924,Italy,ads_b,1555,0,0,mode3_valid,1,0,5487,5487,479,294,-1783,46.58955,7.67128,0,1,1,GS-RADAR-01,47.0,7.5,1800,47478,0.861
730,62bc59,SWR64,Austria,asterix_radar,7271,0,0,mode3_invalid,0,0,20616,20616,187,345,4740,47.40657,8.57955,1,1,1,GS-RADAR-02,47.5,9.0,1500,33782,0.698
731,eb629d,EJU611,Netherlands,ads_b,2333,0,0,mode3_valid,0,0,22686,22686,525,305,3893,47.41158,8.58749,1,0,1,GS-RADAR-02,47.5,9.0,1500,33170,0.887
732,642b5d,AUA864,Austria,asterix_radar,7017,0,0,mode3_invalid,1,1,6387,6387,97,351,4941,47.20518,7.62457,0,1,1,GS-RADAR-01,47.0,7.5,1800,24725,0.744
733,6d7b20,AFR974,France,ads_b,3354,0,0,mode3_valid,0,0,7039,7039,390,101,-279,47.47371,8.48785,1,1,1,GS-RADAR-02,47.5,9.0,1500,38630,0.854
734,a08c9a,UNKNOWN,Switzerland,fused,7164,0,0,mode3_invalid,0,0,8688,8688,293,300,887,47.0067,8.0487,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,16754,0.904
735,63b9ee,UNKNOWN,Germany,fused,7503,0,1,mode3_invalid,0,0,19318,19318,148,350,474,47.04505,8.89243,0,1,1,GS-RADAR-02,47.5,9.0,1500,51522,0.946
736,3dc9cd,AUA225,Austria,asterix_radar,6224,0,0,mode3_invalid,1,0,929,929,301,265,-1185,47.78463,8.94987,0,1,1,GS-RADAR-02,47.5,9.0,1500,31872,0.695
737,00e070,EJU743,Switzerland,asterix_radar,,0,0,no_response,1,0,14650,14650,102,55,2161,46.59855,7.65837,0,1,1,GS-RADAR-01,47.0,7.5,1800,46403,0.735
738,a43849,DLH454,Austria,fused,3306,0,0,mode3_valid,1,0,1802,1802,723,203,3196,46.72668,9.44236,0,1,1,GS-RADAR-02,47.5,9.0,1500,92275,0.943
739,419c10,SWR73,Switzerland,ads_b,,0,0,no_response,0,0,27262,27262,477,320,-2441,47.32593,8.23565,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,47521,0.857
740,d503b7,N216,Italy,ads_b,5320,0,0,mode3_valid,1,0,28654,28654,313,185,-260,46.60414,8.14548,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,33318,0.842
741,c7368d,UNKNOWN,,flarm,1104,0,0,mode3_invalid,0,0,7378,7378,532,120,-868,47.79004,9.10653,0,1,0,GS-RADAR-02,47.5,9.0,1500,33272,0.483
742,04ffad,UNKNOWN,Germany,ads_b,2165,0,0,mode3_invalid,0,0,15285,15285,80,304,4215,47.05334,7.06171,0,1,1,GS-RADAR-01,47.0,7.5,1800,33995,0.851
743,d5f3ba,DLH277,Italy,ads_b,2521,0,0,mode3_valid,1,0,24968,24968,233,152,-716,46.69181,8.31795,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,24920,0.852
744,2804e7,BAW160,Austria,ads_b,6345,0,0,mode3_valid,0,0,25447,25447,329,266,-684,46.95113,6.73989,0,1,1,GS-RADAR-01,47.0,7.5,1800,58371,0.841
745,2ad0c3,EJU926,Germany,ads_b,3156,0,0,mode3_valid,1,0,32528,32528,153,276,5821,47.72171,8.69306,0,1,1,GS-RADAR-02,47.5,9.0,1500,35023,0.848
746,0bdc25,N849,,ads_b,7461,0,0,mode3_valid,1,0,25575,25575,550,326,2672,46.89919,8.11844,1,0,0,UAS-ORBIT-09,46.9,8.2,18000,6613,0.841
747,b97b70,DLH360,Germany,ads_b,1732,0,0,mode3_valid,1,0,38948,38948,240,155,-2713,47.61144,6.93052,0,1,1,GS-RADAR-01,47.0,7.5,1800,81205,0.884
748,1cdf9d,AUA970,,fused,7276,0,0,mode3_valid,1,0,17802,17802,467,146,-3826,46.85344,7.68831,0,1,0,GS-RADAR-01,47.0,7.5,1800,22223,0.889
749,84efef,AUA268,Netherlands,ads_b,4425,0,0,mode3_valid,1,0,2466,2466,300,198,-180,46.55519,6.77679,0,1,1,GS-RADAR-01,47.0,7.5,1800,74021,0.828
750,8fad9a,BAW611,Germany,ads_b,1436,0,0,mode3_valid,1,0,16392,16392,279,164,-868,47.01934,7.03484,0,1,1,GS-RADAR-01,47.0,7.5,1800,35613,0.861
751,927492,DLH979,,asterix_radar,2416,0,0,mode3_invalid,1,0,13276,13276,335,152,-832,46.92621,6.88933,0,1,0,GS-RADAR-01,47.0,7.5,1800,47192,0.713
752,c11ef0,AUA323,Italy,fused,4537,0,0,mode3_valid,1,0,2398,2398,457,22,225,47.14097,7.91983,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,34520,0.911
753,24c8ab,BAW492,Netherlands,asterix_radar,4770,0,0,mode3_invalid,1,0,13677,13677,138,50,3572,47.01707,8.03745,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,17982,0.698
754,2db49d,SWR658,Germany,ads_b,,0,0,no_response,1,0,22906,22906,121,177,-1969,47.30734,8.89455,0,1,1,GS-RADAR-02,47.5,9.0,1500,23759,0.825
755,c3b0ea,DLH511,Austria,ads_b,5275,0,0,mode3_valid,1,0,34851,34851,488,273,4022,47.43646,8.58903,1,1,1,GS-RADAR-02,47.5,9.0,1500,33279,0.866
756,2d49fa,DLH516,,flarm,,0,0,no_response,1,0,19332,19332,428,187,-2096,47.17384,7.11111,0,1,0,GS-RADAR-01,47.0,7.5,1800,35625,0.509
757,9fd9f9,AUA567,Germany,ads_b,2566,0,0,mode3_valid,0,0,22964,22964,130,66,3318,47.44269,9.18502,0,1,1,GS-RADAR-02,47.5,9.0,1500,16637,0.833
758,3d199a,EJU695,Switzerland,ads_b,5460,0,0,mode3_valid,1,0,30914,30914,274,284,-3336,47.3305,8.45083,0,1,1,GS-RADAR-02,47.5,9.0,1500,46292,0.876
759,5c3e94,EJU748,Netherlands,ads_b,3045,0,0,mode3_valid,0,1,33155,33155,135,17,3052,47.36797,8.33072,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,53168,0.844
760,5f6994,DLH141,France,asterix_radar,6343,0,0,mode3_invalid,0,0,5143,5143,80,243,4567,46.5523,8.93908,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,68436,0.692
761,81f50e,N397,Austria,fused,7244,0,0,mode3_valid,1,0,15641,15641,190,300,1712,47.34868,7.2538,0,1,1,GS-RADAR-01,47.0,7.5,1800,43212,0.912
762,6a69a7,EJU653,Austria,ads_b,1542,0,0,mode3_valid,0,0,38315,38315,150,189,-5726,46.56441,7.70824,0,1,1,GS-RADAR-01,47.0,7.5,1800,52165,0.866
763,4921bc,SWR252,,ads_b,6373,0,0,mode3_valid,1,0,35403,35403,205,164,-5308,47.52654,9.12711,0,1,0,GS-RADAR-02,47.5,9.0,1500,14374,0.886
764,1f71a6,AUA58,Switzerland,asterix_radar,3063,0,0,mode3_invalid,0,0,4061,4061,536,267,-382,46.99562,7.95927,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,21564,0.691
765,ef6821,AUA970,Italy,ads_b,6471,0,0,mode3_valid,1,0,35487,35487,318,278,5271,47.38462,7.75116,0,1,1,GS-RADAR-01,47.0,7.5,1800,47902,0.893
766,8e078b,EJU662,,ads_b,4234,0,0,mode3_valid,1,0,25246,25246,383,210,-804,47.2102,6.53767,0,1,0,GS-RADAR-01,47.0,7.5,1800,76825,0.853
767,4bc50b,AUA120,Italy,ads_b,7461,0,0,mode3_valid,1,0,6374,6374,214,249,5677,47.57512,6.84166,0,1,1,GS-RADAR-01,47.0,7.5,1800,80976,0.89
768,44ce33,AUA660,France,ads_b,7473,0,0,mode3_valid,0,0,24745,24745,202,187,2023,47.49058,8.41891,0,1,1,GS-RADAR-02,47.5,9.0,1500,44240,0.875
769,c3a91d,AUA944,Austria,mlat,1525,0,0,mode3_invalid,1,0,37970,37970,143,311,9066,47.79895,7.87172,0,1,1,GS-RADAR-02,47.5,9.0,1500,91496,0.593
770,319b98,N483,Switzerland,ads_b,6333,0,0,mode3_valid,0,0,33681,33681,519,297,-734,46.56084,7.36327,0,1,1,GS-RADAR-01,47.0,7.5,1800,50866,0.871
771,bce9eb,AUA375,Germany,asterix_radar,,0,0,no_response,1,0,12451,12451,457,355,989,46.71872,8.50985,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,31067,0.749
772,2d15db,DLH421,Germany,asterix_radar,4146,0,0,mode3_invalid,1,1,25138,25138,110,313,5903,47.39298,8.64426,0,1,1,GS-RADAR-02,47.5,9.0,1500,30151,0.686
773,3e8595,SWR769,,ads_b,3234,0,0,mode3_valid,1,0,31481,31481,438,167,-2753,46.64394,6.81551,0,1,0,GS-RADAR-01,47.0,7.5,1800,66043,0.88
774,c6d865,AUA960,France,asterix_radar,6722,0,0,mode3_invalid,1,0,28351,28351,99,285,-4908,46.80563,9.16394,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,74114,0.736
775,6ee0c3,UNKNOWN,Switzerland,mlat,1526,0,0,mode3_invalid,0,0,3632,3632,331,313,2864,47.0407,8.36344,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,20438,0.612
776,cbf905,BAW653,Switzerland,ads_b,,0,0,no_response,1,1,36313,36313,475,301,-2025,47.50433,9.02395,0,1,1,GS-RADAR-02,47.5,9.0,1500,10773,0.885
777,7927a5,AFR559,Netherlands,ads_b,4275,0,0,mode3_valid,1,0,16940,16940,329,159,-5153,47.42708,8.5174,1,0,1,GS-RADAR-02,47.5,9.0,1500,37471,0.874
778,161141,N48,Italy,ads_b,7557,0,0,mode3_valid,1,0,15569,15569,204,332,-2291,46.99147,8.01056,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,17630,0.869
779,b1d1ea,AUA246,,asterix_radar,1756,0,0,mode3_invalid,1,0,15053,15053,301,332,-3845,47.21804,7.00379,0,1,0,GS-RADAR-01,47.0,7.5,1800,44881,0.707
780,909937,AUA675,Netherlands,ads_b,6574,0,0,mode3_valid,1,0,14373,14373,517,29,3389,47.37339,6.73578,0,1,1,GS-RADAR-01,47.0,7.5,1800,71229,0.905
781,5d815b,AUA729,Netherlands,asterix_radar,3360,0,0,mode3_invalid,0,0,34941,34941,393,76,1067,46.96623,6.64121,0,1,1,GS-RADAR-01,47.0,7.5,1800,66031,0.741
782,8fdc1b,BAW829,Netherlands,ads_b,1652,0,0,mode3_valid,1,0,26252,26252,541,214,4377,47.27531,7.80854,0,1,1,GS-RADAR-01,47.0,7.5,1800,39209,0.851
783,897b62,SWR77,Austria,ads_b,4024,0,0,mode3_valid,1,0,27928,27928,556,244,-3336,46.70274,6.74696,0,1,1,GS-RADAR-01,47.0,7.5,1800,66597,0.859
784,dc9afd,BAW921,Italy,asterix_radar,,0,1,no_response,0,0,10284,10284,112,97,3302,47.51209,7.67079,0,1,1,GS-RADAR-01,47.0,7.5,1800,58439,0.71
785,98c5d8,AFR161,Italy,fused,1506,0,0,mode3_valid,1,0,11388,11388,89,125,221,47.25876,7.95344,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,44091,0.902
786,8ce95e,N331,Germany,ads_b,7543,0,0,mode3_valid,1,0,33655,33655,491,350,-2270,47.14351,9.11915,0,1,1,GS-RADAR-02,47.5,9.0,1500,41809,0.829
787,1ea3f5,EJU931,Germany,ads_b,2276,0,0,mode3_valid,0,0,30463,30463,228,277,-4098,47.22174,8.4203,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,39658,0.849
788,5cd0cb,BAW506,Germany,ads_b,6645,0,0,mode3_valid,0,0,11699,11699,343,57,-1661,47.02319,7.99758,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,20671,0.861
789,e46843,AFR603,Austria,asterix_radar,1227,0,0,mode3_invalid,0,0,30471,30471,454,147,4470,47.25686,9.46299,0,1,1,GS-RADAR-02,47.5,9.0,1500,44990,0.691
790,07971e,EJU610,Italy,mlat,7276,0,0,mode3_invalid,0,0,22243,22243,407,127,-465,47.76061,6.67423,0,1,1,GS-RADAR-01,47.0,7.5,1800,105154,0.586
791,6c49f6,N920,Italy,ads_b,4307,0,0,mode3_valid,1,0,36262,36262,490,100,2897,47.41225,8.55226,1,1,1,GS-RADAR-02,47.5,9.0,1500,36615,0.879
792,afd16f,UNKNOWN,,ads_b,,0,0,no_response,0,0,25683,25683,144,95,-320,47.45515,8.59637,1,1,0,GS-RADAR-02,47.5,9.0,1500,31612,0.806
793,5fb3a9,AFR645,,asterix_radar,7122,0,0,mode3_invalid,1,0,10189,10189,343,259,-5690,46.98921,7.96442,1,1,0,UAS-ORBIT-09,46.9,8.2,18000,20588,0.715
794,5412af,BAW929,Netherlands,asterix_radar,7260,0,1,mode3_invalid,1,0,30754,30754,521,188,1345,47.5244,7.60668,0,1,1,GS-RADAR-01,47.0,7.5,1800,59521,0.736
795,eddcfc,DLH987,Austria,asterix_radar,2160,0,0,mode3_invalid,1,0,20493,20493,496,227,-4992,47.31859,9.43498,0,1,1,GS-RADAR-02,47.5,9.0,1500,38882,0.758
796,6f904e,N178,Italy,mlat,7405,0,0,mode3_invalid,1,0,32326,32326,392,38,-4892,46.73388,7.90776,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,29236,0.557
797,6f5c59,EJU975,Germany,ads_b,,0,0,no_response,0,0,12790,12790,95,266,-4906,46.5129,7.52759,0,1,1,GS-RADAR-01,47.0,7.5,1800,54306,0.89
798,1517d1,BAW114,Germany,ads_b,5272,0,0,mode3_valid,1,0,19047,19047,396,4,1252,47.79995,7.22397,0,1,1,GS-RADAR-01,47.0,7.5,1800,91495,0.874
799,80ad48,EJU661,Austria,ads_b,1176,0,0,mode3_valid,1,0,19944,19944,529,279,-1176,47.53758,9.45815,0,1,1,GS-RADAR-02,47.5,9.0,1500,35110,0.857
800,e69eab,UNKNOWN,,mlat,,0,0,no_response,0,0,4168,4168,375,0,263,47.04479,8.03172,1,0,0,UAS-ORBIT-09,46.9,8.2,18000,20976,0.532
801,40367f,AFR331,Germany,fused,3315,0,0,mode3_valid,1,1,22055,22055,121,87,-4008,46.70124,9.192,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,78685,0.941
802,b47a82,EJU215,Austria,asterix_radar,3715,0,0,mode3_invalid,1,0,1091,1091,313,126,3328,46.53245,9.06882,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,77999,0.751
803,365108,DLH425,Italy,asterix_radar,4646,0,1,mode3_invalid,1,0,25785,25785,472,228,-1734,47.78038,6.56844,0,1,1,GS-RADAR-01,47.0,7.5,1800,111806,0.684
804,609b77,BAW717,France,mlat,4625,0,0,mode3_invalid,1,0,17089,17089,156,325,1572,46.97872,8.02715,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,15776,0.563
805,25e811,AFR994,Germany,flarm,3767,0,0,mode3_invalid,1,0,3770,3770,563,191,-5695,47.17735,8.32395,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,32529,0.518
806,4edffd,BAW207,,fused,3367,0,0,mode3_valid,1,0,6093,6093,492,35,3092,47.29611,8.58835,0,1,0,GS-RADAR-02,47.5,9.0,1500,38418,0.9
807,fdee4b,EJU287,Germany,fused,4217,0,0,mode3_valid,1,0,35263,35263,296,167,4149,46.73905,7.96917,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,25621,0.911
808,f808a5,AFR611,Austria,ads_b,3012,0,0,mode3_valid,1,0,20503,20503,236,273,-2223,46.85672,9.4592,0,1,1,GS-RADAR-02,47.5,9.0,1500,79715,0.817
809,cf7999,BAW820,Italy,ads_b,2143,0,0,mode3_valid,1,0,3474,3474,246,44,-857,47.62306,8.94091,0,1,1,GS-RADAR-02,47.5,9.0,1500,14397,0.836
810,6722a0,SWR31,Italy,mlat,2145,0,0,mode3_invalid,1,0,38724,38724,200,92,3985,46.5753,9.17891,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,83117,0.56
811,1b6992,SWR597,Netherlands,ads_b,2554,0,0,mode3_valid,1,0,15208,15208,250,5,-503,47.20118,9.03146,0,1,1,GS-RADAR-02,47.5,9.0,1500,33572,0.85
812,997aab,SWR511,Austria,fused,5563,0,0,mode3_valid,1,0,15779,15779,270,70,2627,47.0474,7.99687,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,22507,0.908
813,80b132,BAW562,France,ads_b,1431,0,0,mode3_valid,0,0,3545,3545,532,185,2388,46.59539,8.298,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,34962,0.837
814,edb56f,N535,Switzerland,ads_b,7500,1,0,emergency,0,0,14312,14312,183,263,-3637,46.98725,8.02127,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,16717,0.823
815,f4ce5b,EJU948,,fused,4011,0,0,mode3_valid,1,0,22625,22625,558,50,-569,46.55465,8.17274,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,38482,0.879
816,e032c2,AUA461,France,mlat,,0,0,no_response,1,0,11627,11627,400,141,-4816,47.09306,8.44048,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,28235,0.595
817,558309,BAW379,Netherlands,asterix_radar,1434,0,0,mode3_invalid,0,0,3803,3803,329,259,1770,47.43248,8.92066,0,1,1,GS-RADAR-02,47.5,9.0,1500,9614,0.681
818,2dbf94,N508,Switzerland,ads_b,5757,0,0,mode3_valid,1,0,22097,22097,492,53,3270,47.47289,8.53269,1,1,1,GS-RADAR-02,47.5,9.0,1500,35798,0.852
819,4c5c59,AUA621,,ads_b,7024,0,0,mode3_valid,0,0,36006,36006,233,67,2589,47.39899,7.23755,0,1,0,GS-RADAR-01,47.0,7.5,1800,49700,0.84
820,ada692,SWR809,Italy,mlat,3133,0,0,mode3_invalid,0,0,4580,4580,202,71,4060,47.43659,6.6902,0,1,1,GS-RADAR-01,47.0,7.5,1800,78088,0.518
821,cb0bc5,BAW785,France,mlat,2474,0,0,mode3_invalid,0,0,1513,1513,228,121,-3880,47.59712,9.33177,0,1,1,GS-RADAR-02,47.5,9.0,1500,27141,0.52
822,9c6ff9,AFR973,Italy,asterix_radar,7574,0,0,mode3_invalid,1,0,25924,25924,89,213,-1092,47.23511,6.91291,0,1,1,GS-RADAR-01,47.0,7.5,1800,52067,0.723
823,beb1b4,N841,France,ads_b,7700,1,0,emergency,0,0,24215,24215,202,178,310,46.92124,9.23257,0,1,1,GS-RADAR-02,47.5,9.0,1500,67067,0.858
824,b90081,AFR313,Switzerland,fused,3022,0,0,mode3_valid,0,0,706,706,300,54,-1941,46.86248,7.07412,0,1,1,GS-RADAR-01,47.0,7.5,1800,35772,0.955
825,5c4767,DLH374,France,ads_b,3442,0,0,mode3_valid,1,0,24253,24253,87,232,769,47.42808,8.59623,1,1,1,GS-RADAR-02,47.5,9.0,1500,32145,0.88
826,3b9e3e,AFR122,Germany,asterix_radar,4441,0,0,mode3_invalid,0,0,35519,35519,310,102,-2675,47.26741,8.61716,0,1,1,GS-RADAR-02,47.5,9.0,1500,40089,0.714
827,959a2a,SWR661,Austria,ads_b,5056,0,0,mode3_valid,1,0,26752,26752,257,166,-2538,47.07985,8.10128,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,21520,0.85
828,708434,DLH977,France,ads_b,1450,0,1,mode3_valid,1,0,21939,21939,310,76,-4356,47.03279,7.99789,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,21322,0.812
829,aab48c,EJU217,Germany,ads_b,4775,0,0,mode3_valid,1,0,23698,23698,494,2,4875,47.01017,7.99416,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,19929,0.875
830,880ebd,N231,Austria,ads_b,7257,0,0,mode3_valid,1,0,4350,4350,407,298,-3443,46.87839,7.05043,0,1,1,GS-RADAR-01,47.0,7.5,1800,36721,0.885
831,bb0f9d,DLH131,France,ads_b,6737,0,1,mode3_valid,1,0,23494,23494,490,302,-32,47.13931,6.92712,0,1,1,GS-RADAR-01,47.0,7.5,1800,46542,0.892
832,44aba7,DLH444,Netherlands,mlat,4076,0,0,mode3_invalid,1,0,16776,16776,311,227,3572,47.77964,6.87066,0,1,1,GS-RADAR-01,47.0,7.5,1800,98897,0.53
833,d4a234,DLH403,France,ads_b,7003,0,0,mode3_valid,0,0,32982,32982,167,197,4160,47.02848,7.98328,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,22257,0.829
834,06e31e,BAW158,France,fused,7433,0,0,mode3_valid,1,0,29662,29662,162,127,1514,47.46543,8.59768,1,0,1,GS-RADAR-02,47.5,9.0,1500,31662,0.896
835,2be38d,EJU117,Netherlands,ads_b,3113,0,0,mode3_valid,0,0,25699,25699,427,259,1938,47.05333,6.52484,0,1,1,GS-RADAR-01,47.0,7.5,1800,74508,0.901
836,3eb684,BAW799,Netherlands,fused,1204,0,0,mode3_valid,1,0,10662,10662,131,70,-5069,47.00554,8.03567,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,17271,0.868
837,66fa6b,N387,Switzerland,ads_b,3126,0,0,mode3_valid,0,0,17065,17065,239,197,-1299,46.84557,6.91991,0,1,1,GS-RADAR-01,47.0,7.5,1800,47511,0.844
838,b78853,UNKNOWN,Switzerland,asterix_radar,6055,0,0,mode3_invalid,0,0,36319,36319,387,52,5382,47.33026,6.82064,0,1,1,GS-RADAR-01,47.0,7.5,1800,64008,0.716
839,b483fe,DLH996,,ads_b,,0,0,no_response,1,0,19538,19538,471,159,5246,46.83043,6.89502,0,1,0,GS-RADAR-01,47.0,7.5,1800,49962,0.872
840,c1ab24,DLH554,France,fused,6033,0,0,mode3_valid,1,0,36526,36526,204,73,-1511,46.59776,7.05684,0,1,1,GS-RADAR-01,47.0,7.5,1800,57012,0.946
841,c25ea5,EJU584,Italy,fused,2630,0,0,mode3_valid,1,0,25209,25209,516,145,-4634,46.95947,8.90077,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,53666,0.884
842,c14b69,AFR514,France,ads_b,7500,1,0,emergency,0,0,16326,16326,221,295,1601,47.43742,8.5998,1,0,1,GS-RADAR-02,47.5,9.0,1500,31205,0.86
843,f8cdc7,AUA351,Austria,ads_b,1056,0,0,mode3_valid,0,0,18824,18824,267,247,-1018,47.03151,7.96704,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,22943,0.901
844,c8394e,UNKNOWN,France,asterix_radar,1353,0,0,mode3_invalid,0,0,25334,25334,139,197,-2897,47.48891,8.54029,1,1,1,GS-RADAR-02,47.5,9.0,1500,35315,0.713
845,e06e0d,AUA548,Italy,ads_b,5260,0,0,mode3_valid,1,0,34096,34096,452,218,5380,47.24372,8.82098,0,1,1,GS-RADAR-02,47.5,9.0,1500,33053,0.834
846,168ea2,AFR70,France,ads_b,,0,0,no_response,1,0,12440,12440,277,147,5355,46.99645,8.01974,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,17467,0.857
847,c1f928,UNKNOWN,Switzerland,ads_b,,0,0,no_response,0,0,10004,10004,551,272,-4812,47.48698,8.2722,0,1,1,GS-RADAR-02,47.5,9.0,1500,54761,0.829
